id,category,description,size,price
120995,OTHER WINE,Hananomai Sake Katana,180ML,7.79
22695,DOMESTIC BOTTLE,Uinta Anniversary Barleywine - 6 Pack,12.0Z,18.99
63240,FRANCE,Chateau Suau Cotes de Bordeaux Bordeaux Blend,750ML,18.99
44860,ITALY,Piera Martellozzo Blu Giovello Delle Venezie IGT Pinot Grigio,750ML,8.99
310331,AMERICAN RED,La Jota Merlot,750ML,76.99
314004,AMERICAN RED,Hook Or Crook Cellars Rare Red Blend,750ML,14.99
41628,AMERICAN RED,Carpe Diem Cabernet Sauvignon,750ML,31.99
63388,DOMESTIC CAN,Destihl Wild Sour Series: Synchopathic - 4 Pack,12.0Z,9.99
342769,ITALY,Caposaldo Chianti DOCG Chianti Blend,750ML,10.99
45863,AMERICAN RED,Frey Organic Syrah,750ML,18.49
25751,DOMESTIC BOTTLE,BAYING HOUND BLACK IPA 12/22 OZ,22.0Z,4.99
412082,ITALY,Giovanni Sordo Barolo Nebbiolo,750ML,23.99
333626,KOSHER,Shiloh Secret Reserve Merlot,750ML,41.99
94153,DOMESTIC BOTTLE,Hurricane Malt Liquor - 12 Pack,40.0Z,31.99
27731,SCOTCH,Cutty Sark Original Blended Scotch Whisky,1L,23.99
28936,CIDER,Sonoma The Anvil Bourbon Cider - 4 Pack,12.0Z,12.99
166333,ITALY,Roscato Teroldego,750ML,14.99
30076,DOMESTIC BOTTLE,Alpine Pure Hoppiness Double IPA,12.0Z,3.99
348924,AMERICAN RED,Vista Point Cabernet Sauvignon,750ML,4.79
330431,CHAMPAGNE/SPARKLING,Rotari Brut Rose Trento Pinot Nero,187ML,6.29
27836,DOMESTIC BOTTLE,Beer Army Angels Blonde,22.0Z,7.99
237578,TEQUILA,Codigo 1530 Origen Extra Anejo Tequila,750ML,334.99
10670,BOURBON/RYE,Tom's Foolery Bonded Bourbon Whiskey,750ML,44.99
14265,KOSHER,Rashi Moscato D'Asti DOCG Muscat Blanc a Petits Grains,750ML,13.49
76055,VODKA,Belvedere Lemon Tea Vodka,750ML,31.99
93092,IMPORTED BOTTLE,Uerige Dopplesticke - 6 Pack,11.2Z,34.99
29081,IMPORTED BOTTLE,Blanche De Chambly  Belgian Style White Ale - 6 Pack,12.0Z,11.99
414875,ITALY,Bove Feudi d'albe Montepulciano d'Abruzzo,1.5L,10.99
11371,AMERICAN RED,Meridian Vineyards Merlot,750ML,12.49
84659,FRANCE,Gerard Bertrand Grand Terroir Cotes du Roussillon Villages Tautavel Grenache,750ML,18.49
84845,AMERICAN RED,Red Diamond Malbec,750ML,10.49
393975,AMERICAN WHITE,Thomas Henry Wines Chardonnay,750ML,16.39
47839,VODKA,Vincent Van Gogh Acai Blueberry Vodka,1L,37.99
29818,DOMESTIC BOTTLE,Uinta Jacked B Nimble Imperial Black Pumpkin Ale,750ML,16.99
305127,FRANCE,Louis Laurent Vouvray Chenin Blanc,750ML,12.99
68463,DOMESTIC CAN,EVOLUTION BLURRED VINES HAZY IPA 6/4 16OZ CANS - 4 Pack,16.0Z,12.99
425796,FRANCE,Ferraton Pere & Fils La Matiniere Crozes Hermitage Syrah,750ML,29.99
322312,ITALY,Tenuta Caparzo Brunello di Montalcino DOCG Sangiovese,375ML,27.99
314413,KOSHER,Binyamina Reserve Dry Red Zinfandel,750ML,19.99
27505,DOMESTIC BOTTLE,Perennial Regalia,750ML,16.99
311347,AMERICAN RED,Sean Minor Pinot Noir,750ML,22.99
71379,TEQUILA,Suerte Reposado Tequila,750ML,44.99
30118,DOMESTIC BOTTLE,Evil Twin Yin & Yang,11.2Z,9.99
353221,AMERICAN WHITE,Montinore Estate Sweet Reserve Riesling,750ML,19.99
73533,CORDIALS,Marie Brizard L'Originale Anisette,750ML,16.99
310291,FRANCE,Maurice ecard Bourgogne Rouge Pinot Noir,750ML,19.99
69644,DOMESTIC CAN,HYSTERIA EUROPEAN TRAVEL BAN 6/4 16OZ CANS - 4 Pack,16.0Z,12.99
25745,DOMESTIC CAN,Maui Brewing Bikini Blonde Lager - 6 Pack,12.0Z,12.99
97027,DOMESTIC CAN,John Riggins 4TH & 1 Pilsner,16.0Z,2.99
44208,ITALY,Cavit Collection Provincia di Pavia IGT Pinot Noir,187ML,3.19
82026,AMERICAN RED,CK Mondavi Wildcreek Canyon Cabernet Sauvignon,750ML,6.99
22103,DOMESTIC BOTTLE,Shipyard Export - 6 Pack,12.0Z,13.99
26017,DOMESTIC CAN,Samuel Adams Summer Ale Can - 12 Pack,12.0Z,19.99
42363,AMERICAN RED,La Crema Pinot Noir,750ML,47.99
311477,AMERICAN WHITE,Elk Run Cold Friday Vineyard Pinot Gris,750ML,11.99
302172,AMERICAN WHITE,Folio (Michael Mondavi Family) Canvas Pinot Grigio,750ML,7.99
185515,ITALY,Famiglia Cielo dal 1908 Delle Venezie IGT Pinot Grigio,750ML,10.49
45259,CHAMPAGNE/SPARKLING,Domaine Chandon Rose Sparkling Blend,187ML,7.99
43217,OTHER WINE,Tozai Snow Maiden Junmai Nigori Sake,720ML,19.99
8109,IMPORTED BOTTLE,Obolon Pshenychne Original Wheat Beer - 4 Pack,16.9Z,11.99
28172,IMPORTED BOTTLE,Dupont Foret Libre,750ML,13.99
22466,DOMESTIC BOTTLE,North Coast Brother Thelonious,750ML,11.99
22048,DOMESTIC BOTTLE,LAKEFRONT VARIETY - 12 Pack,12.0Z,22.99
93311,IMPORTED BOTTLE,Baltika Zhigulevskoye - 4 Pack,16.9Z,11.99
75287,SPECIALTY,Bullshine Honey Flavored Whiskey,50ML,1.99
23968,DOMESTIC CAN,Miller Lite Can - 18 Pack,16.0Z,22.99
92002,IMPORTED BOTTLE,Slavutich Mitzne,500ML,2.99
24413,DOMESTIC BOTTLE,Long Trail Ale - 6 Pack,12.0Z,9.99
234124,ITALY,TUTELA PROSECCO 8/3PK,187ML,5.59
11038,IMPORTED BOTTLE,Amarcord Gradisca,16.9Z,4.99
97292,IMPORTED BOTTLE,Samuel Smith's Imperial Stout - 4 Pack,12.0Z,12.99
350684,AMERICAN RED,San Antonio Winery Imperial Red Semi Sweet Ruby Cabernet,750ML,10.49
312219,FRANCE,Chateau de Segries Cotes du Rhone Red Southern Rhone Blend,750ML,11.49
12327,AMERICAN RED,Chateau Ste. Michelle Canoe Ridge Estate Vineyard Merlot,750ML,25.99
4740,IMPORTED BOTTLE,Schneider Weisse Aventinus Eisbock - 6 Pack,11.2Z,32.99
39675,COOLERS,Jack Daniel's Downhome Punch - 6 Pack,10.0Z,8.99
78716,SCOTCH,The Balvenie Tun 1509 Single Malt Scotch Whisky,750ML,415.99
50728,DOMESTIC CAN,Rolling Rock Extra Pale Can - 18 Pack,12.0Z,20.99
63858,DOMESTIC BOTTLE,PORT CITY RIVERSHED ALE 4/6 12OZ - 6 Pack,12.0Z,11.99
333111,TEQUILA,AquaRiva Reposado Tequila,750ML,43.99
166740,MIXERS,Canteen Watermelon Vodka Soda - 4 Pack,355ML,7.99
83691,AMERICAN RED,Mogen David MD 20/20 Dragon Fruit Red Blend,750ML,4.19
234974,AUSTRALIA,Nashwauk Cabernet Sauvignon,750ML,39.99
177334,GERMANY,Dr. Pauly Bergweiler Kabinett Bernkasteler Badstube Riesling,750ML,22.99
373710,ITALY,Petra Zingari Toscana IGT Sangiovese,750ML,21.99
28961,IMPORTED BOTTLE,Beerlao Lager - 6 Pack,12.0Z,15.99
329244,AMERICAN WHITE,Truchard Chardonnay,750ML,26.99
44160,ITALY,Castello Monaci Piluna Salento IGT Primitivo,750ML,14.99
331238,OTHER WINE,Alianta Vin Paradise Island Blue Moscato Mango Muscat Blanc a Petits Grains,750ML,13.49
68825,DOMESTIC CAN,DESTIHL PRIVYET IMPERIAL STOUT 6/4 CANS - 6 Pack,12.0Z,20.99
81577,AMERICAN BLUSH/ROSE,DARK HORSE CAL ROSE CAN,375ML,6.99
9202,COOLERS,Hitachino Nest Real Ginger Ale - 6 Pack,11.2Z,30.99
346009,CANADIAN/BLENDED WHISKEY,287 Single Malt Whiskey,750ML,58.99
23687,IMPORTED BOTTLE,Wells Banana Bread Beer - 4 Pack,11.2Z,12.99
10910,IMPORTED BOTTLE,Praga Premium Pils - 6 Pack,12.0Z,12.99
370070,AMERICAN WHITE,Kiona Riesling,750ML,12.49
75556,BOURBON/RYE,WHISTLEPIG SELECT BARRELL 85131,750ML,84.99
313251,GERMANY,Joh. Jos. Prum Kabinett Riesling,750ML,24.99
321565,RUM,Chairman's Reserve Original Rum,750ML,26.99
22685,DOMESTIC BOTTLE,Uinta Monkshine Belgian Blonde Ale - 6 Pack,12.0Z,18.99
70100,CANADIAN/BLENDED WHISKEY,Westland American Single Malt Whiskey,750ML,85.99
240717,SPECIALTY,DRAGON PARTY PUNCH 6/4 CANS 11.3 OZ - 4 Pack,11.3Z,15.99
10712,IMPORTED BOTTLE,LOMSKA LAGER,16.9Z,2.99
92690,DOMESTIC CAN,Miller Lite Can - 24 Pack,12.0Z,25.99
28092,DOMESTIC CAN,Oskar Blues Mama's Little Yella Pils,19.2Z,2.99
69838,RUM,FLOR DE CANA GOLD 1.75L,1.75L,31.99
70157,CHAMPAGNE/SPARKLING,Canella Extra Dry Millesimato Conegliano Valdobbiadene Superiore di Cartizze Glera,750ML,25.99
237416,ITALY,Farina Amarone della Valpolicella Classico DOCG Valpolicella Blend,750ML,46.99
72244,SPECIALTY,New Southern Revival Sorghum Whiskey,750ML,65.99
304417,FRANCE,Domaine Bellevue Touraine Sauvignon Blanc,750ML,14.99
427160,FRANCE,Val de Salis Chardonnay,750ML,8.99
342997,FRANCE,Le Val Cabernet Sauvignon,750ML,11.99
71320,CORDIALS,Baileys Espresso Creme Liqueur,50ML,3.99
84570,AUSTRALIA,Fisheye Chardonnay,3L,19.99
354341,FRANCE,Badet Clement & Co Beau Chene Pinot Noir,750ML,10.39
73863,VODKA,Outerspace Vodka,750ML,31.99
24952,DOMESTIC BOTTLE,Laughing Dog Huckleberry Cream Ale - 4 Pack,12.0Z,8.99
10427,DOMESTIC BOTTLE,Clown Shoes American Monastic - 4 Pack,12.0Z,11.99
6335,IMPORTED BOTTLE,WEIHENSTEPHAN ORIGINAL 20/16.9,16.9Z,4.99
46120,AMERICAN RED,Trinity Oaks Pinot Noir,750ML,7.99
47112,AMERICAN WHITE,Rutherford Wine Company Clyde's Chardonnay,750ML,7.99
341442,AMERICAN RED,Byron Nielson Vineyard Pinot Noir,750ML,35.99
10854,VODKA,Absolut Mandrin Vodka,375ML,13.99
90230,IMPORTED BOTTLE,CERVESAS DE MEXICO VARIETY 12PK NR - 24 Pack,12.0Z,33.99
30174,DOMESTIC BOTTLE,Perennial Meriwether,750ML,16.99
84616,PORT/SHERRY/DESSERT/VERMOUTH,Presidential 10 Year Old Tawny Red Port,750ML,31.99
10684,CIDER,Original Sin Hard Cider - 6 Pack,16.0Z,18.99
322681,AMERICAN WHITE,Atalon Sauvignon Blanc,750ML,17.49
26575,IMPORTED BOTTLE,DUPONT FORET 12/11.2 OZ,11.2Z,8.99
302554,FRANCE,JEAN PAUL PAQUET POU/FUISSE,750ML,29.99
64814,FRANCE,Chateau Promis Blanc Entre deux Mers Sauvignon Blanc,750ML,10.99
98809,IMPORTED BOTTLE,Samuel Smith Pure Brewed Organic Lager,18.7Z,5.99
398896,AMERICAN WHITE,Sycamore Lane Cellars Pinot Grigio,750ML,5.79
24189,IMPORTED BOTTLE,FULLER VINTAGE ALE 16.9 OZ NR,16.9Z,8.99
26758,DOMESTIC CAN,Stillwater Classique - 6 Pack,12.0Z,14.99
65587,ITALY,Fontana Candida Secco Frascati DOC Malvasia,750ML,8.59
122599,SOUTH AFRICA,Mulderbosch Rose Cabernet Sauvignon,750ML,17.99
241366,CHAMPAGNE/SPARKLING,Perrier Jouet Belle Epoque Champagne,750ML,174.99
72844,RUM,Havana Club Anejo Clasico Puerto Rican Rum,750ML,24.99
25419,IMPORTED BOTTLE,Corona Familiar,32.0Z,3.99
73294,SCOTCH,Glenkinchie Distillers Edition Single Malt Scotch Whisky,750ML,87.99
46447,GERMANY,Kuhling Gillot Qvinterra Trocken Riesling,750ML,19.99
29107,IMPORTED BOTTLE,Septem Monday's Pilsner,11.2Z,2.99
70063,VODKA,Pinnacle Red Berry Vodka,750ML,11.99
23289,IMPORTED BOTTLE,DAB Dortmunder Export - 12 Pack,12.0Z,18.99
60157,DOMESTIC BOTTLE,Ommegang Nirvana IPA - 6 Pack,12.0Z,13.99
52523,AUSTRALIA,The Little Penguin Chardonnay,750ML,8.99
322177,KOSHER,Recanati Yasmin White Rare White Blend,750ML,14.69
342101,ITALY,Tavernello Montepulciano D'Abruzzo DOC,1.5L,13.49
24091,IMPORTED BOTTLE,Williams Bros Joker IPA,16.9Z,3.99
24701,DOMESTIC BOTTLE,No Li Jet Star Imperial IPA,22.0Z,8.99
98728,IMPORTED BOTTLE,Weihenstephaner Hefeweissbier - 6 Pack,12.0Z,14.99
28711,CANADIAN/BLENDED WHISKEY,Seagram's VO Canadian Whisky,750ML,12.99
350214,FRANCE,Joseph Mellot La Chatellenie Sancerre Sauvignon Blanc,750ML,35.99
26438,IMPORTED BOTTLE,Alvinne Cuvee Freddy,11.0Z,5.99
15342,VODKA,Belvedere Vodka,375ML,21.99
307312,ITALY,Cabreo Il Borgo Toscana IGT Cabernet Sauvignon,750ML,56.99
337171,AMERICAN WHITE,Camelot Chardonnay,1.5L,14.69
78736,CORDIALS,Jeppson's Malort Liqueur,750ML,23.99
29602,DOMESTIC BOTTLE,The Bruery Jardinier,750ML,8.99
28176,DOMESTIC BOTTLE,The Bruery Rueuze,750ML,22.99
22559,IMPORTED BOTTLE,BAHIA - 6 Pack,12.0Z,9.99
44903,CHAMPAGNE/SPARKLING,Billecart Salmon Brut Reserve Champagne,750ML,74.99
26672,IMPORTED BOTTLE,EVIL TWIN YIN 6/4 11.20Z - 4 Pack,11.2Z,16.99
310175,CHILE,La Playa Estate Series Merlot,750ML,8.69
50409,DOMESTIC CAN,Epic New England Style IPA Can - 6 Pack,12.0Z,17.99
43028,SOUTH AFRICA,Fairview Goats do Roam Rose Shiraz,750ML,13.99
20257,AMERICAN RED,Adelsheim Elizabeth's Reserve Pinot Noir,750ML,67.99
311585,AMERICAN RED,Aviary Vineyards Cabernet Sauvignon,750ML,19.99
86544,SCOTCH,Buchanan's Master Blended Scotch Whisky,750ML,64.99
84190,AMERICAN WHITE,Clos du Bois Hand Selected Lots Chardonnay,1.5L,27.99
339689,AMERICAN RED,Freemark Abbey Cabernet Sauvignon,750ML,88.99
332962,ARGENTINA,Pasion de Tango Estate Bottled Malbec,750ML,5.99
30033,IMPORTED BOTTLE,Schneider Weisse Tap X Aventinus Cuvee Barrique,11.2Z,24.99
26305,DOMESTIC CAN,Budweiser Can,25.0Z,2.99
235508,ITALY,Sartarelli Balciana Verdicchio Dei Castelli di Jesi Classico,750ML,40.99
23416,DOMESTIC CAN,Milwaukee's Best Ice Can - 12 Pack,24.0Z,15.99
23151,DOMESTIC BOTTLE,The Bruery Saison Rue,750ML,13.99
42412,CORDIALS,DeKuyper Signature Vanilla Delight Liqueur,750ML,8.49
308013,OTHER WINE,Cramele Reca? Werewolf Pinot Noir,750ML,11.99
25896,IMPORTED BOTTLE,Weihenstephaner Pils - 6 Pack,11.2Z,14.99
41453,SCOTCH,Bowmore 18 Year Old Islay Single Malt Scotch Whisky,750ML,115.99
336109,SPAIN/PORTUGAL,Bodegas Vitivinos Azua Roble Bobal,750ML,9.99
48377,FRANCE,Matthias et Emile Roblin Ammonites Sancerre Sauvignon Blanc,750ML,41.99
137731,FRANCE,Joseph Drouhin Pouilly fuisse Chardonnay,375ML,16.49
323364,AMERICAN WHITE,Stag's Leap Wine Cellars Hands of Time Chardonnay,750ML,24.99
64165,DOMESTIC BOTTLE,LAGUNITAS LITTLE SUMPIN HAZY 4/6 NR - 6 Pack,12.0Z,13.99
335786,ARGENTINA,SERBAL S/BLC,750ML,9.79
307261,SOUTH AFRICA,De Morgenzon DMZ Syrah,750ML,18.39
351902,ARGENTINA,Finca La Celia Reserva Malbec,750ML,13.99
10248,DOMESTIC BOTTLE,Alpine Duet IPA - 6 Pack,12.0Z,15.99
29456,DOMESTIC BOTTLE,Evil Twin Mission Gose,22.0Z,13.99
316584,AMERICAN RED,Marc Mondavi The Divining Rod Cabernet Sauvignon,750ML,16.49
317193,AMERICAN RED,Michael David Vineyards Ancient Vine Bechthold Vineyard Cinsault,750ML,28.99
68421,DOMESTIC CAN,OMMEGANG 3 PHILOSOPHERS BLUEBERRY 6/4 16Z CAN - 4 Pack,16.0Z,22.99
71671,SCOTCH,Tobermory 10 Year Old Single Malt Scotch Whisky,750ML,62.99
41701,AMERICAN WHITE,Newton Chardonnay,750ML,19.99
44116,VODKA,Cold River Blueberry Flavored Vodka,750ML,37.99
47417,VODKA,Pinnacle Whipped Vodka,1L,14.99
80448,SPAIN/PORTUGAL,Adegas Valminor Albarino,750ML,18.99
87889,CHAMPAGNE/SPARKLING,Mia Dolcea Moscato D'Asti DOCG Muscat Blanc a Petits Grains,750ML,12.39
349896,AMERICAN TABLE,Linganore Winecellars Estate Bottled Albarino,750ML,23.99
347045,CHAMPAGNE/SPARKLING,Mezzacorona Mezza Italian Glacial Bubbly Extra Dry Vigneti Delle Dolomiti IGT Chardonnay,750ML,11.99
11070,BRANDY/COGNAC/GRAPPA,Sempe V.S.O.P. Armagnac Brandy,750ML,60.99
336622,FRANCE,Domain Henri Darnat Monopole Les Cras Clos Richemont Meursault Les Cras Chardonnay,750ML,49.99
157600,ITALY,Della Scala Montepulciano D'Abruzzo DOC,750ML,8.99
62609,IMPORTED CAN,WELLS BOMBADIER 4/6 CANS - 6 Pack,11.2Z,12.99
21113,ALSACE,Trimbach Riesling,375ML,13.69
26560,IMPORTED BOTTLE,961 Witbier - 4 Pack,11.2Z,10.99
84828,PORT/SHERRY/DESSERT/VERMOUTH,Taylor (Fladgate) Very Old Single Harvest Porto Limited Edition Red Port,750ML,229.99
24349,IMPORTED BOTTLE,Brasserie Dupont Avec Les Bons Voeux,22.0Z,12.99
28849,DOMESTIC BOTTLE,Shipyard Signature Series Imperial Stout,22.0Z,11.99
22339,IMPORTED BOTTLE,Maredsous Blonde 6 - 6 Pack,11.2Z,24.99
26168,IMPORTED BOTTLE,Baltika Premium Draft Beer,14.9Z,2.99
361690,SPAIN/PORTUGAL,Vinhos Borges Lello Touriga Nacional,750ML,8.49
341035,ITALY,Azienda Agricola Losi Querciavalle Riserva Chianti Classico DOCG Sangiovese,750ML,24.99
49336,ARGENTINA,Valentin Bianchi Famiglia Bianchi Cabernet Sauvignon,750ML,17.99
37010,VODKA,Hangar 1 Straight Vodka,750ML,28.99
334697,AMERICAN RED,Original House Wine Malbec,3L,20.99
29377,DOMESTIC CAN,Sonoma The Crowbar Organic Cider Habanero Lime - 4 Pack,12.0Z,14.99
427995,GERMANY,Selbach Riesling,750ML,15.99
334042,ITALY,Kellerei Kaltern Caldaro Alto Adige   Sudtirol Pinot Nero,750ML,11.49
18112,OTHER WINE,"Royal Tokaji Wine Co. Aszu 5 Puttonyos Tokaji Blend, Furmint",500ML,57.99
26953,IMPORTED BOTTLE,JW LEES CALVADOS 12/11.20Z NR,11.2Z,10.99
22388,IMPORTED BOTTLE,De Glazen Toren Cuvee Angelique,25.4Z,14.99
336698,OTHER WINE,K Cellars Pinot Noir,750ML,12.69
334063,AMERICAN WHITE,Sand Point Family Vineyards Chardonnay,750ML,8.49
46019,BRANDY/COGNAC/GRAPPA,Remy Martin VSOP Cognac,1.75L,119.99
22431,DOMESTIC BOTTLE,Bear Republic Red Rocket Ale - 6 Pack,12.0Z,14.99
10437,CIDER,Crispin Original Hard Cider - 6 Pack,12.0Z,13.99
69572,IMPORTED CAN,AMSTEL LIGHT 6/4 16OZ CANS - 4 Pack,16.0Z,6.99
29008,IMPORTED CAN,Schofferhofer Grapefruit Can - 4 Pack,16.0Z,8.99
25201,IMPORTED BOTTLE,OCHAKOVO LAGER 15/16.9 OZ,16.9Z,2.99
9350,DOMESTIC BOTTLE,Victory Helles Lager - 6 Pack,12.0Z,9.99
237674,KOSHER,Lion & Dove Carmenere,750ML,13.99
193062,AMERICAN RED,Lyeth Cabernet Sauvignon,750ML,16.99
40320,VODKA,Van Gogh Espresso Vodka,750ML,26.99
369284,OTHER WINE,Santiago Queirolo Gran Vino Borgona,750ML,11.49
19240,AMERICAN RED,Robert Mondavi Winery Pinot Noir,750ML,27.99
11842,BRANDY/COGNAC/GRAPPA,Paul Masson Pineapple Grande Amber Brandy,750ML,10.69
327422,ITALY,Feudo Arancio Stemmari Pinot Noir,750ML,11.99
27843,IMPORTED BOTTLE,St Ambroise Citrouille Pumpkin Ale - 4 Pack,11.5Z,12.99
102032,ASIA,Fu Ki Junmai Sake,750ML,11.39
70847,CORDIALS,Lazzaroni Amaretto Liqueur,750ML,20.99
80259,AMERICAN TABLE,Olney Winery Green Apple Riesling,750ML,16.49
68404,DOMESTIC CAN,DESTIHL MOONJUMPER MILK STOUT 4/6 CANS - 6 Pack,12.0Z,13.99
23048,IMPORTED BOTTLE,Karpackie Premium - 4 Pack,16.9Z,9.99
27919,IMPORTED BOTTLE,Evil Twin Femme Fatale Kabosu IPA,22.0Z,13.99
48226,RUM,Captain Morgan Parrot Bay Key Lime Rum,750ML,17.99
234444,AMERICAN RED,Mt. Brave Cabernet Sauvignon,750ML,117.99
24094,IMPORTED BOTTLE,Williams Bros Mignight Sun,16.9Z,3.99
25749,DOMESTIC CAN,Maui Brewing Coconut Hiwa Porter - 4 Pack,12.0Z,12.99
47422,CHAMPAGNE/SPARKLING,Martini & Rossi Asti Muscat Blanc a Petits Grains,187ML,5.99
28618,IMPORTED BOTTLE,Corona Extra Can - 18 Pack,12.0Z,26.99
40422,AMERICAN RED,Domaine Drouhin Pinot Noir,750ML,47.99
48337,BRANDY/COGNAC/GRAPPA,Remy Martin XO Cognac,375ML,91.99
46740,AMERICAN WHITE,Vampire Vineyards Chardonnay,750ML,9.79
24744,IMPORTED BOTTLE,St. Bernardus Abt 12,1.5L,45.99
73610,AUSTRALIA,Penfolds Rawson's Retreat Chardonnay,750ML,9.49
28535,IMPORTED BOTTLE,Victoria - 6 Pack,12.0Z,9.99
322630,SPAIN/PORTUGAL,Bodegas Abanico Hazana Tradicion Rioja Red Blend,750ML,18.99
2569,DOMESTIC BOTTLE,Abita Turbodog - 6 Pack,12.0Z,11.99
312845,SPAIN/PORTUGAL,Cruzeiro Dos Arcos Branco White Blend,750ML,8.49
93324,DOMESTIC BOTTLE,Allagash Tripel - 4 Pack,12.0Z,10.99
43686,AMERICAN RED,Bogle Vineyards Port Petite Sirah,500ML,22.99
24507,DOMESTIC BOTTLE,Bear Republic Red Rocket Ale,22.0Z,6.99
27552,DOMESTIC BOTTLE,Flying Fish NJ 350 Anniversary Ale,750ML,10.99
26795,DOMESTIC BOTTLE,Selkirk Abbey St. Augustine Rye Saison,22.0Z,10.99
167312,AMERICAN RED,Buehler Vineyards Zinfandel,750ML,23.99
300661,ARGENTINA,Bodega Santa Julia Malbec,187ML,4.19
29235,IMPORTED BOTTLE,Birra Flea Costanza,11.2Z,5.99
22422,IMPORTED BOTTLE,Blanche de Bruxelles - 4 Pack,11.2Z,13.99
29068,CANADIAN/BLENDED WHISKEY,Canadian Club 1858 Original Canadian Whisky,200ML,4.99
16527,ITALY,Pio Cesare Barolo Nebbiolo,750ML,69.99
382019,AMERICAN RED,Twisted Wine Cellars Old Vine Zinfandel,750ML,7.39
353668,IMPORTED CAN,PAULANER HEFEWEIZEN 6/4 16.9 OZ CANS - 4 Pack,16.0Z,9.99
63391,DOMESTIC BOTTLE,BEAR REPUBLIC SONOMA TART 4/6 NR - 6 Pack,12.0Z,14.99
82541,ITALY,Canti Venezia Pinot Grigio,750ML,14.49
29715,IMPORTED BOTTLE,BFM Square Root 225 Saison,11.2Z,10.99
29787,DOMESTIC BOTTLE,Laughing Dog Pure Bred Citra APA,22.0Z,7.99
333627,NEW ZEALAND,Mud House Wines Sauvignon Blanc,750ML,13.99
23125,CIDER,Doc's Draft Hard Pear Apple Cider - 4 Pack,22.0Z,22.99
340909,ITALY,Prime Brume Soave DOC Garganega,750ML,7.99
28874,IMPORTED BOTTLE,Alvinne Omega Sour Ale,11.0Z,5.99
320326,AMERICAN RED,Acorn Heritage Vines Alegria Vineyards Zinfandel,750ML,41.99
333560,AMERICAN RED,Banshee Mordecai Rare Red Blend,750ML,22.99
68405,DOMESTIC CAN,DESTIHL CRANBERRY CRIEK 6/4 CANS - 4 Pack,12.0Z,13.99
73914,RUM,Blackhawk Tutt's Rum,750ML,37.99
377082,AMERICAN RED,Tortoise Creek Wines Cherokee Lane Cabernet Sauvignon,750ML,13.69
24914,IMPORTED BOTTLE,Evil Twin Soft DK,25.4Z,16.99
154644,CHAMPAGNE/SPARKLING,Taittinger Brut Prestige Rose Champagne,750ML,68.99
42734,AUSTRALIA,Ringbolt Cabernet Sauvignon,750ML,20.99
392367,ITALY,Cantina Riff Progetto Lageder Delle Venezie IGT Pinot Grigio,750ML,11.99
26408,DOMESTIC BOTTLE,Perennial Saison de Lis,750ML,13.99
30125,DOMESTIC BOTTLE,Golden Coast Savage Bois Mead,16.9Z,13.99
328566,OTHER WINE,Domaine des Ouled Thaleb Unoaked Chardonnay,750ML,17.99
5169,DOMESTIC BOTTLE,Ommegang Abbey Ale - 4 Pack,12.0Z,14.99
26003,COOLERS,Twisted Tea Half & Half Can,24.0Z,2.99
19780,VODKA,Absolut Raspberri Vodka,750ML,26.99
48514,OTHER WINE,"Bulgariana Imperial Red Blend Merlot, Cabernet Sauvignon, Rubin, Mavrud",750ML,9.99
341942,ITALY,Cavaliere Vernaccia di San Gimignano DOCG,750ML,13.99
27432,CIDER,No Li Born & Raised IPA  - 4 Pack,12.0Z,13.99
24595,IMPORTED BOTTLE,Lindemans Kriek,12.0Z,7.99
26978,DOMESTIC BOTTLE,Saucony Creek Schnickelfritz Chocolate Stout - 6 Pack,12.0Z,15.99
63917,DOMESTIC CAN,LAGUNITAS SUMPIN EASY 12/19.2OZ CANS,19.2Z,2.99
41840,VODKA,Van Gogh Dutch Chocolate Vodka,750ML,26.99
334775,ITALY,Menhir Salento Menhir Primitivo di Manduria,750ML,18.99
23049,IMPORTED BOTTLE,Haywards 5000,22.0Z,4.99
23802,IMPORTED BOTTLE,Samuel Smith Organic Cherry Fruit Beer,18.7Z,6.99
329806,AUSTRALIA,Madison Ridge Shale Line Shiraz,750ML,13.49
28672,DOMESTIC CAN,Goose Island IPA Can - 4 Pack,16.0Z,8.99
30006,IMPORTED BOTTLE,Schneider Weisse Aventinus Eisbock,16.0Z,8.99
344992,FRANCE,Le Grand Noir Black Sheep Minervois Sauvignon Blanc,750ML,9.49
26145,DOMESTIC CAN,Budweiser Can - 18 Pack,16.0Z,21.99
99730,IMPORTED BOTTLE,Erdinger Wei�bier,16.9Z,3.99
51543,GIN,Seagram's Gin & Juice Green Dragon,750ML,9.49
327453,FRANCE,Brotte Blanc Les Hauts de Barville Domaine Barville Chateauneuf du pape White Southern Rhone Blend,750ML,39.99
6424,IMPORTED BOTTLE,Ayinger Brauweisse,16.9Z,4.99
325979,AMERICAN WHITE,Charles & Charles Chardonnay,750ML,12.99
62766,IMPORTED CAN,St. Feuillien Grisette Blanche - 4 Pack,11.2Z,13.99
74403,ARGENTINA,Terrazas de Los Andes Altos del Plata Cabernet Sauvignon,750ML,11.99
306284,VODKA,Pinnacle Cake Vodka,750ML,11.99
347856,ARGENTINA,Vina San Esteban In Situ Signature Wines Hillside Blend Syrah,750ML,9.99
48462,CORDIALS,DeKuyper Red Apple Schnapps,750ML,12.99
